web-scraper-order,web-scraper-start-url,sequences,sequences-href
"1663256040-3869","http://www.allergenonline.org/databasebrowse.shtml","2415700","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2415700"
"1663256040-3870","http://www.allergenonline.org/databasebrowse.shtml","110644906","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110644906"
"1663256040-3871","http://www.allergenonline.org/databasebrowse.shtml","110644908","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110644908"
"1663256040-3872","http://www.allergenonline.org/databasebrowse.shtml","110644910","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110644910"
"1663256040-3873","http://www.allergenonline.org/databasebrowse.shtml","110644912","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110644912"
"1663256040-3874","http://www.allergenonline.org/databasebrowse.shtml","110644914","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110644914"
"1663256040-3875","http://www.allergenonline.org/databasebrowse.shtml","110644916","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110644916"
"1663256040-3876","http://www.allergenonline.org/databasebrowse.shtml","110644918","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110644918"
"1663256040-3877","http://www.allergenonline.org/databasebrowse.shtml","2415698","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2415698"
"1663256040-3878","http://www.allergenonline.org/databasebrowse.shtml","453976","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=453976"
"1663256040-3879","http://www.allergenonline.org/databasebrowse.shtml","4826572","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4826572"
"1663256040-3880","http://www.allergenonline.org/databasebrowse.shtml","415896","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=415896"
"1663256040-3881","http://www.allergenonline.org/databasebrowse.shtml","283806867","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=283806867"
"1663256040-3882","http://www.allergenonline.org/databasebrowse.shtml","54144332","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=54144332"
"1663256040-3883","http://www.allergenonline.org/databasebrowse.shtml","45108973","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=45108973"
"1663256040-3884","http://www.allergenonline.org/databasebrowse.shtml","45108967","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=45108967"
"1663256040-3885","http://www.allergenonline.org/databasebrowse.shtml","189014266","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189014266"
"1663256040-3886","http://www.allergenonline.org/databasebrowse.shtml","189014268","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189014268"
"1663256040-3887","http://www.allergenonline.org/databasebrowse.shtml","189014270","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189014270"
"1663256040-3888","http://www.allergenonline.org/databasebrowse.shtml","189014272","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=189014272"
"1663256040-3889","http://www.allergenonline.org/databasebrowse.shtml","405944794","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=405944794"
"1663256040-3890","http://www.allergenonline.org/databasebrowse.shtml","54144334","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=54144334"
"1663256040-3891","http://www.allergenonline.org/databasebrowse.shtml","398830","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=398830"
"1663256040-3892","http://www.allergenonline.org/databasebrowse.shtml","422005","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=422005"
"1663256040-3893","http://www.allergenonline.org/databasebrowse.shtml","481397","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=481397"
"1663256040-3894","http://www.allergenonline.org/databasebrowse.shtml","75139900","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=75139900"
"1663256040-3895","http://www.allergenonline.org/databasebrowse.shtml","1092249","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1092249"
"1663256040-3896","http://www.allergenonline.org/databasebrowse.shtml","1684718","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1684718"
"1663256040-3897","http://www.allergenonline.org/databasebrowse.shtml","1684720","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1684720"
"1663256040-3898","http://www.allergenonline.org/databasebrowse.shtml","2398757","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2398757"
"1663256040-3899","http://www.allergenonline.org/databasebrowse.shtml","3135497","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3135497"
"1663256040-3900","http://www.allergenonline.org/databasebrowse.shtml","3135499","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3135499"
"1663256040-3901","http://www.allergenonline.org/databasebrowse.shtml","3135501","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3135501"
"1663256040-3902","http://www.allergenonline.org/databasebrowse.shtml","3135503","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3135503"
"1663256040-3903","http://www.allergenonline.org/databasebrowse.shtml","3309039","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3309039"
"1663256040-3904","http://www.allergenonline.org/databasebrowse.shtml","3309041","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3309041"
"1663256040-3905","http://www.allergenonline.org/databasebrowse.shtml","3309045","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3309045"
"1663256040-3906","http://www.allergenonline.org/databasebrowse.shtml","3309047","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3309047"
"1663256040-3907","http://www.allergenonline.org/databasebrowse.shtml","13430402","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=13430402"
"1663256040-3908","http://www.allergenonline.org/databasebrowse.shtml","21725606","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725606"
"1663256040-3909","http://www.allergenonline.org/databasebrowse.shtml","21725608","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725608"
"1663256040-3910","http://www.allergenonline.org/databasebrowse.shtml","21725610","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725610"
"1663256040-3911","http://www.allergenonline.org/databasebrowse.shtml","21725612","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725612"
"1663256040-3912","http://www.allergenonline.org/databasebrowse.shtml","21725614","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725614"
"1663256040-3913","http://www.allergenonline.org/databasebrowse.shtml","21725616","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725616"
"1663256040-3914","http://www.allergenonline.org/databasebrowse.shtml","21725618","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725618"
"1663256040-3915","http://www.allergenonline.org/databasebrowse.shtml","21725620","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725620"
"1663256040-3916","http://www.allergenonline.org/databasebrowse.shtml","21725622","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725622"
"1663256040-3917","http://www.allergenonline.org/databasebrowse.shtml","21725624","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725624"
"1663256040-3918","http://www.allergenonline.org/databasebrowse.shtml","21725626","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725626"
"1663256040-3919","http://www.allergenonline.org/databasebrowse.shtml","21725628","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725628"
"1663256040-3920","http://www.allergenonline.org/databasebrowse.shtml","21725630","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725630"
"1663256040-3921","http://www.allergenonline.org/databasebrowse.shtml","21725632","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21725632"
"1663256040-3922","http://www.allergenonline.org/databasebrowse.shtml","28948464","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=28948464"
"1663256040-3923","http://www.allergenonline.org/databasebrowse.shtml","29500897","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=29500897"
"1663256040-3924","http://www.allergenonline.org/databasebrowse.shtml","2398759","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2398759"
"1663256040-3925","http://www.allergenonline.org/databasebrowse.shtml","345108717","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=345108717"
"1663256040-3926","http://www.allergenonline.org/databasebrowse.shtml","3004465","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3004465"
"1663256040-3927","http://www.allergenonline.org/databasebrowse.shtml","3004467","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3004467"
"1663256040-3928","http://www.allergenonline.org/databasebrowse.shtml","3004469","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3004469"
"1663256040-3929","http://www.allergenonline.org/databasebrowse.shtml","28374072","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=28374072"
"1663256040-3930","http://www.allergenonline.org/databasebrowse.shtml","1890508764","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1890508764"
"1663256040-3931","http://www.allergenonline.org/databasebrowse.shtml","3367732","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3367732"
"1663256040-3932","http://www.allergenonline.org/databasebrowse.shtml","530376029","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=530376029"
"1663256040-3933","http://www.allergenonline.org/databasebrowse.shtml","21322677","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21322677"
"1663256040-3934","http://www.allergenonline.org/databasebrowse.shtml","567773309","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=567773309"
"1663256040-3935","http://www.allergenonline.org/databasebrowse.shtml","749495809","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=749495809"
"1663256040-3936","http://www.allergenonline.org/databasebrowse.shtml","916237486","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=916237486"
"1663256040-3937","http://www.allergenonline.org/databasebrowse.shtml","156001070","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=156001070"
"1663256040-3938","http://www.allergenonline.org/databasebrowse.shtml","110349083","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110349083"
"1663256040-3939","http://www.allergenonline.org/databasebrowse.shtml","110349085","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110349085"
"1663256040-3940","http://www.allergenonline.org/databasebrowse.shtml","110349081","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=110349081"
"1663256040-3941","http://www.allergenonline.org/databasebrowse.shtml","133711974","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=133711974"
"1663256040-3942","http://www.allergenonline.org/databasebrowse.shtml","149786150","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=149786150"
"1663256040-3943","http://www.allergenonline.org/databasebrowse.shtml","42414629","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=42414629"
"1663256040-3944","http://www.allergenonline.org/databasebrowse.shtml","42414627","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=42414627"
"1663256040-3945","http://www.allergenonline.org/databasebrowse.shtml","7339551","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=7339551"
"1663256040-3946","http://www.allergenonline.org/databasebrowse.shtml","752855036","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=752855036"
"1663256040-3947","http://www.allergenonline.org/databasebrowse.shtml","1064302992","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1064302992"
"1663256040-3948","http://www.allergenonline.org/databasebrowse.shtml","1064302965","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1064302965"
"1663256040-3949","http://www.allergenonline.org/databasebrowse.shtml","1026943499","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1026943499"
"1663256040-3950","http://www.allergenonline.org/databasebrowse.shtml","14422359","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=14422359"
"1663256040-3951","http://www.allergenonline.org/databasebrowse.shtml","14422361","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=14422361"
"1663256040-3952","http://www.allergenonline.org/databasebrowse.shtml","14422363","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=14422363"
"1663256040-3953","http://www.allergenonline.org/databasebrowse.shtml","29163773","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=29163773"
"1663256040-3954","http://www.allergenonline.org/databasebrowse.shtml","162949336","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=162949336"
"1663256040-3955","http://www.allergenonline.org/databasebrowse.shtml","162949338","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=162949338"
"1663256040-3956","http://www.allergenonline.org/databasebrowse.shtml","930156468","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=930156468"
"1663256040-3957","http://www.allergenonline.org/databasebrowse.shtml","928541035","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=928541035"
"1663256040-3958","http://www.allergenonline.org/databasebrowse.shtml","26190140","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=26190140"
"1663256040-3959","http://www.allergenonline.org/databasebrowse.shtml","49523394","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=49523394"
"1663256040-3960","http://www.allergenonline.org/databasebrowse.shtml","15886861","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=15886861"
"1663256040-3961","http://www.allergenonline.org/databasebrowse.shtml","308193268","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308193268"
"1663256040-3962","http://www.allergenonline.org/databasebrowse.shtml","113560","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=113560"
"1663256040-3963","http://www.allergenonline.org/databasebrowse.shtml","113562","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=113562"
"1663256040-3964","http://www.allergenonline.org/databasebrowse.shtml","539056","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=539056"
"1663256040-3965","http://www.allergenonline.org/databasebrowse.shtml","113561","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=113561"
"1663256040-3966","http://www.allergenonline.org/databasebrowse.shtml","280414","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=280414"
"1663256040-3967","http://www.allergenonline.org/databasebrowse.shtml","320620","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=320620"
"1663256040-3968","http://www.allergenonline.org/databasebrowse.shtml","4090265","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4090265"
"1663256040-3969","http://www.allergenonline.org/databasebrowse.shtml","11991227","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=11991227"
"1663256040-3970","http://www.allergenonline.org/databasebrowse.shtml","160780","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=160780"
"1663256040-3971","http://www.allergenonline.org/databasebrowse.shtml","5815249","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5815249"
"1663256040-3972","http://www.allergenonline.org/databasebrowse.shtml","5815251","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5815251"
"1663256040-3973","http://www.allergenonline.org/databasebrowse.shtml","972185860","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=972185860"
"1663256040-3974","http://www.allergenonline.org/databasebrowse.shtml","51093377","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=51093377"
"1663256040-3975","http://www.allergenonline.org/databasebrowse.shtml","45510893","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=45510893"
"1663256040-3976","http://www.allergenonline.org/databasebrowse.shtml","45510891","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=45510891"
"1663256040-3977","http://www.allergenonline.org/databasebrowse.shtml","45510889","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=45510889"
"1663256040-3978","http://www.allergenonline.org/databasebrowse.shtml","45510887","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=45510887"
"1663256040-3979","http://www.allergenonline.org/databasebrowse.shtml","30909091","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=30909091"
"1663256040-3980","http://www.allergenonline.org/databasebrowse.shtml","51093375","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=51093375"
"1663256040-3981","http://www.allergenonline.org/databasebrowse.shtml","549188","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=549188"
"1663256040-3982","http://www.allergenonline.org/databasebrowse.shtml","25091511","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=25091511"
"1663256040-3983","http://www.allergenonline.org/databasebrowse.shtml","41017429","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=41017429"
"1663256040-3984","http://www.allergenonline.org/databasebrowse.shtml","166216292","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=166216292"
"1663256040-3985","http://www.allergenonline.org/databasebrowse.shtml","315190620","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=315190620"
"1663256040-3986","http://www.allergenonline.org/databasebrowse.shtml","302201583","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302201583"
"1663256040-3987","http://www.allergenonline.org/databasebrowse.shtml","302425085","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302425085"
"1663256040-3988","http://www.allergenonline.org/databasebrowse.shtml","290792375","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=290792375"
"1663256040-3989","http://www.allergenonline.org/databasebrowse.shtml","302595972","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302595972"
"1663256040-3990","http://www.allergenonline.org/databasebrowse.shtml","47117356","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=47117356"
"1663256040-3991","http://www.allergenonline.org/databasebrowse.shtml","134309","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=134309"
"1663256040-3992","http://www.allergenonline.org/databasebrowse.shtml","1812187307","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1812187307"
"1663256040-3993","http://www.allergenonline.org/databasebrowse.shtml","448278534","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=448278534"
"1663256040-3994","http://www.allergenonline.org/databasebrowse.shtml","119674937","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=119674937"
"1663256040-3995","http://www.allergenonline.org/databasebrowse.shtml","151505281","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=151505281"
"1663256040-3996","http://www.allergenonline.org/databasebrowse.shtml","225348412","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=225348412"
"1663256040-3997","http://www.allergenonline.org/databasebrowse.shtml","375298901","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=375298901"
"1663256040-3998","http://www.allergenonline.org/databasebrowse.shtml","401606251","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=401606251"
"1663256040-3999","http://www.allergenonline.org/databasebrowse.shtml","328900101","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=328900101"
"1663256040-4000","http://www.allergenonline.org/databasebrowse.shtml","914410008","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=914410008"
"1663256040-4001","http://www.allergenonline.org/databasebrowse.shtml","625293889","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=625293889"
"1663256040-4002","http://www.allergenonline.org/databasebrowse.shtml","237769615","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=237769615"
"1663256040-4003","http://www.allergenonline.org/databasebrowse.shtml","4887129","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4887129"
"1663256040-4004","http://www.allergenonline.org/databasebrowse.shtml","2677826","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2677826"
"1663256040-4005","http://www.allergenonline.org/databasebrowse.shtml","313575730","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=313575730"
"1663256040-4006","http://www.allergenonline.org/databasebrowse.shtml","313575732","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=313575732"
"1663256040-4007","http://www.allergenonline.org/databasebrowse.shtml","313575734","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=313575734"
"1663256040-4008","http://www.allergenonline.org/databasebrowse.shtml","313575736","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=313575736"
"1663256040-4009","http://www.allergenonline.org/databasebrowse.shtml","1513216","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1513216"
"1663256040-4010","http://www.allergenonline.org/databasebrowse.shtml","44409496","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=44409496"
"1663256040-4011","http://www.allergenonline.org/databasebrowse.shtml","44409474","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=44409474"
"1663256040-4012","http://www.allergenonline.org/databasebrowse.shtml","44409451","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=44409451"
"1663256040-4013","http://www.allergenonline.org/databasebrowse.shtml","159162378","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=159162378"
"1663256040-4014","http://www.allergenonline.org/databasebrowse.shtml","1220067778","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1220067778"
"1663256040-4015","http://www.allergenonline.org/databasebrowse.shtml","6715520","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=6715520"
"1663256040-4016","http://www.allergenonline.org/databasebrowse.shtml","313575726","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=313575726"
"1663256040-4017","http://www.allergenonline.org/databasebrowse.shtml","313575728","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=313575728"
"1663256040-4018","http://www.allergenonline.org/databasebrowse.shtml","4761582","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4761582"
"1663256040-4019","http://www.allergenonline.org/databasebrowse.shtml","1144346","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1144346"
"1663256040-4020","http://www.allergenonline.org/databasebrowse.shtml","9297015","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=9297015"
"1663256040-4021","http://www.allergenonline.org/databasebrowse.shtml","75331901","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=75331901"
"1663256040-4022","http://www.allergenonline.org/databasebrowse.shtml","1706883247","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1706883247"
"1663256040-4023","http://www.allergenonline.org/databasebrowse.shtml","1757285428","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1757285428"
"1663256040-4024","http://www.allergenonline.org/databasebrowse.shtml","190613941","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613941"
"1663256040-4025","http://www.allergenonline.org/databasebrowse.shtml","24473794","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=24473794"
"1663256040-4026","http://www.allergenonline.org/databasebrowse.shtml","258588247","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=258588247"
"1663256040-4027","http://www.allergenonline.org/databasebrowse.shtml","523916668","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=523916668"
"1663256040-4028","http://www.allergenonline.org/databasebrowse.shtml","307159112","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=307159112"
"1663256040-4029","http://www.allergenonline.org/databasebrowse.shtml","307159114","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=307159114"
"1663256040-4030","http://www.allergenonline.org/databasebrowse.shtml","75107131","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=75107131"
"1663256040-4031","http://www.allergenonline.org/databasebrowse.shtml","190613871","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613871"
"1663256040-4032","http://www.allergenonline.org/databasebrowse.shtml","190613905","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613905"
"1663256040-4033","http://www.allergenonline.org/databasebrowse.shtml","190613909","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613909"
"1663256040-4034","http://www.allergenonline.org/databasebrowse.shtml","190613907","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613907"
"1663256040-4035","http://www.allergenonline.org/databasebrowse.shtml","190613911","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613911"
"1663256040-4036","http://www.allergenonline.org/databasebrowse.shtml","190613903","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613903"
"1663256040-4037","http://www.allergenonline.org/databasebrowse.shtml","190613937","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=190613937"
"1663256040-4038","http://www.allergenonline.org/databasebrowse.shtml","82492265","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=82492265"
"1663256040-4039","http://www.allergenonline.org/databasebrowse.shtml","748758672","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=748758672"
"1663256040-4040","http://www.allergenonline.org/databasebrowse.shtml","748758670","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=748758670"
"1663256040-4041","http://www.allergenonline.org/databasebrowse.shtml","595790543","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=595790543"
"1663256040-4042","http://www.allergenonline.org/databasebrowse.shtml","25091405","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=25091405"
